date,map,opponent,team,win,roundsWon,roundsLost
1/11/2018,Nuke,OpTic,compLexity,L,10,16
1/11/2018,Mirage,OpTic,compLexity,L,10,16
1/11/2018,Inferno,OpTic,compLexity,W,16,13
31/10/18,Mirage,Rogue,compLexity,W,22,20
22/10/18,Dust2,Luminosity,compLexity,W,16,5
22/10/18,Nuke,NRG,compLexity,W,16,12
20/10/18,Mirage,eUnited,compLexity,L,9,16
20/10/18,Mirage,Liquid,compLexity,W,16,2
19/10/18,Nuke,Ghost,compLexity,W,16,6
19/10/18,Mirage,Luminosity,compLexity,W,16,7
18/10/18,Mirage,Cloud9,compLexity,L,7,16
17/10/18,Cache,Envy,compLexity,L,14,16
17/10/18,Inferno,Cloud9,compLexity,L,8,16
8/10/2018,Mirage,Renegades,compLexity,L,9,16
4/10/2018,Cache,NRG,compLexity,W,16,12
3/10/2018,Mirage,Renegades,compLexity,L,12,16
30/09/18,Dust2,AVANGAR,compLexity,L,9,16
29/09/18,Inferno,Movistar Riders,compLexity,W,25,23
26/09/18,Cache,lmfao,compLexity,W,16,1
26/09/18,Mirage,lmfao,compLexity,W,16,4
14/09/18,Nuke,BIG,compLexity,W,16,8
12/9/2018,Inferno,fnatic,compLexity,W,16,4
7/9/2018,Inferno,BIG,compLexity,W,16,12
6/9/2018,Inferno,Astralis,compLexity,L,4,16
11/8/2018,Dust2,Dignitas,compLexity,W,16,4
11/8/2018,Mirage,Dignitas,compLexity,W,16,6
29/07/18,Inferno,NRG,compLexity,L,7,16
29/07/18,Nuke,NRG,compLexity,L,4,16
26/07/18,Dust2,TeamOne,compLexity,W,16,11
26/07/18,Mirage,TeamOne,compLexity,W,16,9
26/07/18,Train,TeamOne,compLexity,L,7,16
11/7/2018,Dust2,Rogue,compLexity,W,16,14
11/7/2018,Mirage,Rogue,compLexity,W,16,3
10/7/2018,Dust2,Rogue,compLexity,L,11,16
10/7/2018,Mirage,Rogue,compLexity,L,16,19
8/7/2018,Mirage,Dignitas,compLexity,W,16,1
8/7/2018,Dust2,Dignitas,compLexity,W,19,16
8/7/2018,Cache,FURIA,compLexity,W,16,7
28/06/18,Mirage,eUnited,compLexity,L,10,16
28/06/18,Train,eUnited,compLexity,L,13,16
27/06/18,Inferno,Ghost,compLexity,L,13,16
27/06/18,Mirage,Ghost,compLexity,W,16,6
27/06/18,Train,Ghost,compLexity,L,12,16
26/06/18,Train,Renegades,compLexity,W,16,14
26/06/18,Mirage,Renegades,compLexity,W,16,7
26/06/18,Cache,Swole Patrol,compLexity,W,16,13
26/06/18,Nuke,Swole Patrol,compLexity,W,19,15
25/06/18,Inferno,Luminosity,compLexity,W,16,12
25/06/18,Mirage,Luminosity,compLexity,W,16,11
23/06/18,Mirage,Dignitas,compLexity,W,16,8
23/06/18,Inferno,Dignitas,compLexity,W,16,6
22/06/18,Mirage,Freedom 35,compLexity,W,16,1
22/06/18,Inferno,Freedom 35,compLexity,W,16,10
17/06/18,Inferno,Gambit,compLexity,L,9,16
17/06/18,Cache,Gambit,compLexity,L,14,16
16/06/18,Mirage,Renegades,compLexity,W,16,5
10/6/2018,Train,Freedom 35,compLexity,W,16,2
10/6/2018,Mirage,Freedom 35,compLexity,W,16,11
9/6/2018,Nuke,AZIO,compLexity,W,16,3
9/6/2018,Mirage,AZIO,compLexity,W,16,5
9/6/2018,Inferno,AZIO,compLexity,L,7,16
2/6/2018,Dust2,Space Soldiers,compLexity,L,10,16
9/11/2018,Cache,Infamous,Mythic,W,16,14
8/11/2018,Overpass,ETHEREAL,Mythic,W,19,17
6/11/2018,Cache,Swole Patrol,Mythic,L,6,16
2/11/2018,Mirage,Singularity,Mythic,L,10,16
1/11/2018,Cache,TeamOne,Mythic,W,16,13
1/11/2018,Train,TeamOne,Mythic,W,16,8
1/11/2018,Mirage,TeamOne,Mythic,L,13,16
31/10/18,Overpass,Vision,Mythic,W,16,10
31/10/18,Inferno,Vision,Mythic,L,8,16
31/10/18,Dust2,Vision,Mythic,W,19,17
30/10/18,Dust2,FakeOutNation,Mythic,W,16,1
23/10/18,Train,FURIA,Mythic,L,12,16
18/10/18,Inferno,Test Takers,Mythic,W,16,3
11/10/2018,Cache,TeamOne,Mythic,L,14,16
11/10/2018,Train,TeamOne,Mythic,L,14,16
5/10/2018,Cache,Bravado,Mythic,W,16,10
2/10/2018,Inferno,AZIO,Mythic,W,16,6
2/10/2018,Dust2,AZIO,Mythic,W,16,11
2/10/2018,Overpass,AZIO,Mythic,L,8,16
25/09/18,Overpass,Fam143,Mythic,W,16,5
25/09/18,Dust2,Fam143,Mythic,W,16,4
19/09/18,Train,Excelerate,Mythic,W,16,6
29/08/18,Cache,Vireo.pro,Mythic,L,11,16
5/8/2018,Nuke,Vireo.pro,Mythic,L,14,16
5/8/2018,Train,Vireo.pro,Mythic,L,14,16
5/8/2018,Dust2,iNTACT,Mythic,W,16,11
5/8/2018,Overpass,iNTACT,Mythic,W,16,6
4/8/2018,Train,Excelerate,Mythic,L,9,16
4/8/2018,Inferno,CLG Red,Mythic,W,16,4
3/8/2018,Mirage,Strawberry Puppy Kisses,Mythic,W,16,8
28/07/18,Train,Vision,Mythic,L,10,16
18/07/18,Nuke,Swole Patrol,Mythic,L,4,16
18/07/18,Dust2,Swole Patrol,Mythic,L,13,16
13/07/18,Train,Prospects,Mythic,W,16,3
11/7/2018,Inferno,Monstars,Mythic,L,10,16
4/7/2018,Cache,XFORCE,Mythic,W,16,8
28/06/18,Dust2,Vision,Mythic,W,16,14
27/06/18,Cache,The Pioneers,Mythic,W,16,11
23/06/18,Mirage,TeamOne,Mythic,L,8,16
23/06/18,Cache,TeamOne,Mythic,W,16,11
23/06/18,Inferno,TeamOne,Mythic,L,7,16
21/06/18,Train,Velocity,Mythic,W,16,10
14/06/18,Train,Vikings,Mythic,W,16,6
7/6/2018,Nuke,F1-racecar-PEEK,Mythic,W,16,12
7/6/2018,Inferno,F1-racecar-PEEK,Mythic,W,16,6
6/6/2018,Dust2,isaGOD,Mythic,W,16,12
6/6/2018,Inferno,isaGOD,Mythic,W,16,2
30/05/18,Inferno,The Pioneers,Mythic,L,9,16
14/11/18,Cache,Windigo,North,W,16,7
6/11/2018,Nuke,Astralis,North,L,4,16
6/11/2018,Inferno,Astralis,North,L,5,16
3/11/2018,Nuke,Virtus.pro,North,W,16,11
3/11/2018,Inferno,fnatic,North,W,16,12
1/11/2018,Mirage,FaZe,North,L,5,16
31/10/18,Overpass,Astralis,North,L,13,16
31/10/18,Train,ex-Space Soldiers,North,W,16,6
30/10/18,Nuke,mousesports,North,W,16,7
30/10/18,Mirage,mousesports,North,L,6,16
21/10/18,Inferno,OpTic,North,W,16,12
21/10/18,Train,fnatic,North,L,9,16
20/10/18,Inferno,FaZe,North,W,16,14
19/10/18,Nuke,G2,North,L,13,16
18/10/18,Nuke,NiP,North,W,16,9
18/10/18,Train,Natus Vincere,North,W,19,17
17/10/18,Mirage,LDLC,North,W,16,11
12/10/2018,Overpass,NRG,North,L,13,16
12/10/2018,Train,NRG,North,L,14,16
11/10/2018,Mirage,NiP,North,W,16,7
10/10/2018,Nuke,Fragsters,North,L,12,16
8/10/2018,Inferno,NRG,North,L,12,16
7/10/2018,Inferno,G2,North,W,16,4
6/10/2018,Inferno,Astralis,North,L,4,16
3/10/2018,Overpass,HellRaisers,North,L,14,16
3/10/2018,Train,AGO,North,W,16,10
2/10/2018,Overpass,BIG,North,L,13,16
2/10/2018,Dust2,Heroic,North,W,16,10
2/10/2018,Dust2,LDLC,North,W,16,12
2/10/2018,Nuke,LDLC,North,W,16,11
27/09/18,Inferno,Epsilon,North,W,16,6
27/09/18,Mirage,Epsilon,North,L,14,16
27/09/18,Train,Epsilon,North,W,16,5
8/9/2018,Inferno,Rogue,North,W,25,23
6/9/2018,Nuke,Spirit,North,L,13,16
2/9/2018,Overpass,Astralis,North,W,16,11
2/9/2018,Train,Astralis,North,L,6,16
2/9/2018,Dust2,Astralis,North,W,16,1
1/9/2018,Inferno,Natus Vincere,North,W,16,9
1/9/2018,Train,Natus Vincere,North,W,16,3
29/08/18,Inferno,TYLOO,North,W,16,7
24/08/18,Inferno,Gambit,North,W,16,10
24/08/18,Train,Gambit,North,W,16,1
23/08/18,Train,ENCE,North,L,5,16
23/08/18,Mirage,ENCE,North,L,8,16
23/08/18,Overpass,ENCE,North,W,16,8
14/07/18,Mirage,Luminosity,North,W,16,9
14/07/18,Inferno,Luminosity,North,W,16,7
13/07/18,Train,AGO,North,W,16,12
13/07/18,Inferno,AGO,North,L,6,16
13/07/18,Overpass,AGO,North,W,16,14
12/7/2018,Inferno,Giants,North,W,16,8
4/7/2018,Inferno,Liquid,North,W,16,11
4/7/2018,Train,Liquid,North,W,19,16
26/06/18,Overpass,Gambit,North,L,10,16
26/06/18,Mirage,Gambit,North,L,14,16
26/06/18,Train,Gambit,North,W,16,7
26/06/18,Dust2,Gambit,North,L,14,16
25/06/18,Mirage,OpTic,North,W,16,11
25/06/18,Inferno,OpTic,North,W,16,0
17/06/18,Inferno,AGO,North,W,16,10
17/06/18,Train,AGO,North,L,13,16
17/06/18,Dust2,AGO,North,W,22,20
16/06/18,Train,Imperial,North,L,12,16
2/6/2018,Mirage,AGO,North,W,16,10
2/6/2018,Dust2,AGO,North,L,14,16
2/6/2018,Train,AGO,North,W,16,13
31/05/18,Overpass,NiP,North,L,13,16
31/05/18,Nuke,NiP,North,L,9,16
29/05/18,Mirage,NRG,North,W,16,8
29/05/18,Overpass,NRG,North,L,6,16
29/05/18,Nuke,NRG,North,W,16,5
26/05/18,Overpass,HellRaisers,North,W,16,4
26/05/18,Inferno,HellRaisers,North,W,16,9
25/05/18,Mirage,WASD,North,W,25,23
25/05/18,Train,WASD,North,W,16,14
21/05/18,Overpass,Gambit,North,W,16,5
21/05/18,Dust2,Gambit,North,W,16,11
21/05/18,Train,Gambit,North,L,13,16
19/05/18,Dust2,Imperial,North,W,16,14
14/11/18,Mirage,G2,LDLC,W,16,10
14/11/18,Overpass,OpTic,LDLC,W,16,10
14/11/18,Mirage,Virtus.pro,LDLC,W,16,8
13/11/18,Mirage,NiP,LDLC,L,10,16
9/11/2018,Mirage,Liquid,LDLC,L,4,16
9/11/2018,Cache,Liquid,LDLC,L,14,16
9/11/2018,Overpass,Liquid,LDLC,W,16,11
8/11/2018,Mirage,North,LDLC,W,16,10
8/11/2018,Nuke,North,LDLC,W,16,10
8/11/2018,Dust2,North,LDLC,L,8,16
6/11/2018,Mirage,FaZe,LDLC,L,14,16
2/11/2018,Dust2,fnatic,LDLC,W,16,10
1/11/2018,Dust2,Astralis,LDLC,W,16,14
31/10/18,Train,Tricked,LDLC,W,16,9
30/10/18,Nuke,EURONICS,LDLC,L,16,19
29/10/18,Train,MIKSTURA,LDLC,L,14,16
28/10/18,Train,x6tence Galaxy,LDLC,L,13,16
28/10/18,Overpass,x6tence Galaxy,LDLC,L,1,16
28/10/18,Nuke,x6tence Galaxy,LDLC,W,16,7
22/10/18,Dust2,FCDB,LDLC,W,16,7
20/10/18,Train,OpTic,LDLC,W,16,14
20/10/18,Mirage,OpTic,LDLC,W,16,7
20/10/18,Overpass,OpTic,LDLC,L,8,16
17/10/18,Mirage,North,LDLC,L,11,16
17/10/18,Nuke,3DMAX,LDLC,W,16,11
16/10/18,Train,DreamEaters,LDLC,W,19,15
14/10/18,Dust2,AGO,LDLC,W,16,7
14/10/18,Mirage,AGO,LDLC,L,8,16
14/10/18,Overpass,AGO,LDLC,W,16,6
14/10/18,Train,AGO,LDLC,W,16,10
13/10/18,Nuke,ALTERNATE aTTaX,LDLC,W,16,8
13/10/18,Mirage,ALTERNATE aTTaX,LDLC,W,16,8
12/10/2018,Dust2,Windigo,LDLC,W,16,10
12/10/2018,Nuke,Windigo,LDLC,L,19,22
12/10/2018,Train,Windigo,LDLC,W,16,14
10/10/2018,Train,FaZe,LDLC,L,14,16
4/10/2018,Overpass,Endpoint,LDLC,W,22,20
3/10/2018,Nuke,mousesports,LDLC,W,16,8
3/10/2018,Mirage,aAa,LDLC,W,16,12
2/10/2018,Dust2,North,LDLC,L,12,16
2/10/2018,Nuke,North,LDLC,L,11,16
28/09/18,Train,Valiance,LDLC,L,8,16
28/09/18,Mirage,Valiance,LDLC,W,16,11
28/09/18,Nuke,Valiance,LDLC,L,9,16
26/09/18,Overpass,Movistar Riders,LDLC,W,16,12
26/09/18,Mirage,Movistar Riders,LDLC,W,16,13
24/09/18,Nuke,Valiance,LDLC,W,16,8
24/09/18,Mirage,Valiance,LDLC,W,16,14
18/09/18,Dust2,Royal Bandits,LDLC,W,16,10
18/09/18,Overpass,Royal Bandits,LDLC,W,16,8
18/09/18,Cache,Royal Bandits,LDLC,L,7,16
18/09/18,Mirage,3DMAX,LDLC,L,7,16
12/9/2018,Overpass,expert,LDLC,W,16,13
3/9/2018,Dust2,Tempo Storm,LDLC,L,9,16
30/08/18,Train,Japaleno,LDLC,W,16,4
30/08/18,Overpass,Japaleno,LDLC,W,16,4
29/08/18,Overpass,KPI,LDLC,W,16,6
28/08/18,Overpass,fish123,LDLC,W,16,12
28/08/18,Dust2,Nexus,LDLC,W,16,2
28/08/18,Train,Defusekids,LDLC,W,16,9
22/08/18,Overpass,DenDD,LDLC,W,16,12
22/08/18,Cache,DenDD,LDLC,W,16,13
20/08/18,Dust2,RAVE,LDLC,W,19,17
9/7/2018,Overpass,Japaleno,LDLC,W,16,13
9/7/2018,Nuke,Japaleno,LDLC,W,16,2
24/06/18,Dust2,Sprout,LDLC,W,16,2
24/06/18,Inferno,Sprout,LDLC,W,16,9
24/06/18,Train,Sprout,LDLC,L,8,16
19/06/18,Train,Sprout,LDLC,W,16,6
19/06/18,Nuke,Sprout,LDLC,W,16,12
17/06/18,Train,zZzZz,LDLC,W,16,12
9/6/2018,Train,MAXISAUCISSE,LDLC,W,16,4
9/6/2018,Inferno,MAXISAUCISSE,LDLC,W,16,1
31/05/18,Dust2,Tempo Storm,LDLC,W,16,7
31/05/18,Cache,Valiance,LDLC,L,5,16
30/05/18,Train,Singularity,LDLC,W,16,13
20/05/18,Dust2,AVANGAR,LDLC,L,17,19
20/05/18,Inferno,AVANGAR,LDLC,W,16,8
20/05/18,Train,AVANGAR,LDLC,L,13,16
7/11/2018,Nuke,OpTic,Sprout,W,16,11
6/11/2018,Train,x6tence Galaxy,Sprout,W,16,5
31/10/18,Mirage,Valiance,Sprout,W,19,17
25/10/18,Dust2,3DMAX,Sprout,L,14,16
23/10/18,Inferno,3DMAX,Sprout,W,16,11
23/10/18,Dust2,3DMAX,Sprout,L,11,16
23/10/18,Nuke,3DMAX,Sprout,W,16,10
22/10/18,Inferno,AGO,Sprout,W,16,11
20/10/18,Mirage,Dragons,Sprout,W,16,5
18/10/18,Nuke,expert,Sprout,W,16,8
9/10/2018,Inferno,HellRaisers,Sprout,L,19,22
7/10/2018,Train,mousesports,Sprout,L,14,16
3/10/2018,Mirage,Sharks,Sprout,L,7,16
3/10/2018,Train,AGO,Sprout,L,13,16
3/10/2018,Inferno,AGO,Sprout,W,16,12
3/10/2018,Dust2,AGO,Sprout,L,18,22
2/10/2018,Mirage,Smoke Criminals,Sprout,W,16,2
28/09/18,Train,PACT,Sprout,L,14,16
24/09/18,Mirage,Kinguin,Sprout,L,11,16
24/08/18,Inferno,EURONICS,Sprout,W,16,13
24/08/18,Train,EURONICS,Sprout,L,12,16
24/08/18,Cache,EURONICS,Sprout,W,19,15
1/8/2018,Mirage,Red Reserve,Sprout,W,16,14
1/8/2018,Cache,Red Reserve,Sprout,W,16,9
1/8/2018,Train,Red Reserve,Sprout,L,15,19
29/07/18,Nuke,pro100,Sprout,W,16,6
29/07/18,Inferno,pro100,Sprout,W,16,10
29/07/18,Mirage,pro100,Sprout,L,10,16
27/07/18,Inferno,pro100,Sprout,W,16,3
27/07/18,Cache,pro100,Sprout,W,16,7
21/07/18,Nuke,ENCE,Sprout,L,7,16
21/07/18,Dust2,ENCE,Sprout,L,7,16
20/07/18,Nuke,Kinguin,Sprout,W,16,9
15/07/18,Dust2,EURONICS,Sprout,W,16,12
11/7/2018,Train,Red Reserve,Sprout,L,7,16
10/7/2018,Inferno,Fragsters,Sprout,L,10,16
4/7/2018,Overpass,Movistar Riders,Sprout,L,14,16
1/7/2018,Mirage,AGO,Sprout,W,16,9
1/7/2018,Cache,AGO,Sprout,W,16,14
30/06/18,Nuke,Kinguin,Sprout,L,5,16
30/06/18,Train,Kinguin,Sprout,W,16,11
30/06/18,Overpass,Kinguin,Sprout,L,8,16
29/06/18,Train,Windigo,Sprout,W,16,11
29/06/18,Mirage,Windigo,Sprout,W,25,23
24/06/18,Train,ALTERNATE aTTaX,Sprout,W,16,11
24/06/18,Inferno,ALTERNATE aTTaX,Sprout,W,16,14
20/06/18,Nuke,PACT,Sprout,W,19,17
19/06/18,Inferno,SuperJymy,Sprout,W,16,14
13/06/18,Train,Winstrike,Sprout,L,13,16
13/06/18,Inferno,Winstrike,Sprout,L,14,16
10/6/2018,Nuke,Epsilon,Sprout,W,16,10
9/6/2018,Nuke,NOBO,Sprout,W,16,9
9/6/2018,Dust2,NOBO,Sprout,W,16,7
5/6/2018,Train,Vexed,Sprout,W,16,3
5/6/2018,Mirage,Vexed,Sprout,W,16,12
4/6/2018,Inferno,Japaleno,Sprout,L,12,16
31/05/18,Inferno,Tempo Storm,Sprout,W,16,7
31/05/18,Mirage,Tempo Storm,Sprout,W,16,5
31/05/18,Nuke,EURONICS,Sprout,W,16,6
30/05/18,Nuke,Without Warning,Sprout,W,16,5
30/05/18,Inferno,LDLC,Sprout,W,16,7
28/05/18,Mirage,ALTERNATE aTTaX,Sprout,L,10,16
21/05/18,Mirage,pro100,Sprout,W,22,20
21/05/18,Inferno,pro100,Sprout,W,16,2
13/11/18,Mirage,Santos,W7M,W,19,16
4/11/2018,Nuke,Wild,W7M,L,12,16
4/11/2018,Mirage,Wild,W7M,L,14,16
2/11/2018,Nuke,Imperial,W7M,L,12,16
2/11/2018,Inferno,Imperial,W7M,W,16,14
2/11/2018,Train,Imperial,W7M,L,10,16
1/11/2018,Inferno,Wild,W7M,L,14,16
31/10/18,Inferno,FURIA Inagame,W7M,W,16,9
25/10/18,Inferno,DETONA,W7M,W,25,22
25/10/18,Mirage,DETONA,W7M,W,16,6
21/10/18,Train,Wild,W7M,L,14,16
21/10/18,Nuke,Wild,W7M,L,9,16
20/10/18,Mirage,INTZ.Home,W7M,W,16,13
13/10/18,Dust2,MIBR,W7M,L,10,16
13/10/18,Inferno,MIBR,W7M,L,6,16
13/10/18,Train,MIBR,W7M,L,7,16
13/10/18,Overpass,MIBR,W7M,L,10,16
13/10/18,Mirage,MIBR,W7M,L,7,16
10/10/2018,Mirage,Mexico,W7M,W,16,14
10/10/2018,Train,Mexico,W7M,W,16,12
1/10/2018,Nuke,Isurus,W7M,L,12,16
1/10/2018,Train,Isurus,W7M,L,12,16
1/10/2018,Inferno,Isurus,W7M,W,16,13
27/09/18,Dust2,DETONA,W7M,W,16,9
27/09/18,Train,DETONA,W7M,W,16,8
26/09/18,Dust2,FURIA Inagame,W7M,L,10,16
21/09/18,Train,Santos,W7M,L,13,16
21/09/18,Mirage,Santos,W7M,L,13,16
17/09/18,Inferno,C4,W7M,W,22,19
12/9/2018,Train,Wild,W7M,W,16,4
7/9/2018,Dust2,Wild,W7M,L,7,16
4/9/2018,Inferno,Play4Lan,W7M,W,16,6
30/08/18,Dust2,Revoltz,W7M,L,10,16
30/08/18,Inferno,Revoltz,W7M,W,16,10
30/08/18,Mirage,Revoltz,W7M,L,7,16
29/08/18,Train,Isurus,W7M,W,16,13
29/08/18,Inferno,Isurus,W7M,W,16,13
29/08/18,Mirage,Isurus,W7M,L,12,16
25/08/18,Inferno,C4,W7M,W,16,12
25/08/18,Nuke,C4,W7M,W,16,4
24/08/18,Cache,FURIA Inagame,W7M,L,10,16
24/08/18,Mirage,FURIA Inagame,W7M,W,16,7
24/08/18,Train,FURIA Inagame,W7M,L,8,16
24/08/18,Inferno,FURIA Inagame,W7M,W,16,6
19/08/18,Inferno,Wild,W7M,W,16,14
16/08/18,Train,Vitória,W7M,W,16,1
16/08/18,Mirage,Vitória,W7M,W,16,2
14/08/18,Nuke,Vitória,W7M,W,16,2
14/08/18,Inferno,Vitória,W7M,W,16,12
11/8/2018,Inferno,Santos,W7M,W,16,3
11/8/2018,Mirage,Santos,W7M,W,16,12
11/8/2018,Overpass,Santos,W7M,L,11,16
2/8/2018,Inferno,DETONA,W7M,W,16,9
2/8/2018,Nuke,DETONA,W7M,W,16,14
26/07/18,Overpass,Isurus,W7M,L,17,19
24/07/18,Nuke,C4,W7M,W,22,19
10/7/2018,Inferno,YeaH!,W7M,W,16,2
22/06/18,Mirage,Isurus,W7M,W,16,11
22/06/18,Train,Isurus,W7M,W,16,12
21/06/18,Mirage,Coscu Army,W7M,W,16,3
18/06/18,Mirage,Revoltz,W7M,W,19,17
13/06/18,Cache,Andes,W7M,W,16,4
7/6/2018,Nuke,Virtue,W7M,L,5,16
7/6/2018,Overpass,Virtue,W7M,L,3,16
30/05/18,Nuke,DETONA,W7M,W,19,15
21/08/18,Cache,Middle East,RESOLUTE,W,19,16
4/8/2018,Mirage,Dignitas fe,RESOLUTE,W,16,7
4/8/2018,Nuke,Dignitas fe,RESOLUTE,W,16,13
4/8/2018,Train,Hooked,RESOLUTE,L,13,16
3/8/2018,Train,Hollywood's Hooligans,RESOLUTE,W,16,4
20/07/18,Train,Swole Patrol,RESOLUTE,L,12,16
13/07/18,Inferno,Gorilla Gang,RESOLUTE,L,13,16
11/7/2018,Train,Vision,RESOLUTE,L,10,16
4/7/2018,Train,Fam143,RESOLUTE,W,16,9
29/10/18,Cache,Epsilon,Imperial,W,16,8
24/10/18,Overpass,Endpoint,Imperial,L,17,19
22/10/18,Train,Valiance,Imperial,W,16,11
10/10/2018,Train,North,Imperial,L,11,16
9/10/2018,Mirage,CyberZen,Imperial,W,16,6
7/10/2018,Cache,HellRaisers,Imperial,W,16,11
6/10/2018,Mirage,Monolith,Imperial,W,16,7
6/10/2018,Nuke,Monolith,Imperial,W,16,10
4/10/2018,Cache,Tempo Storm,Imperial,W,16,8
4/10/2018,Train,Tempo Storm,Imperial,W,16,13
4/10/2018,Dust2,Tempo Storm,Imperial,L,6,16
4/10/2018,Mirage,Tempo Storm,Imperial,L,12,16
2/10/2018,Cache,skipping school,Imperial,W,16,8
2/10/2018,Mirage,skipping school,Imperial,W,16,12
1/10/2018,Train,Nemiga,Imperial,W,16,8
27/09/18,Train,Chaos,Imperial,W,16,6
27/09/18,Inferno,Chaos,Imperial,L,7,16
27/09/18,Cache,Chaos,Imperial,W,16,10
8/9/2018,Overpass,Luminosity,Imperial,W,16,6
8/9/2018,Cache,Luminosity,Imperial,W,16,14
7/9/2018,Train,AGO,Imperial,L,3,16
3/9/2018,Mirage,Bpro,Imperial,W,16,11
3/9/2018,Cache,Bpro,Imperial,W,16,6
20/08/18,Mirage,Valiance,Imperial,L,8,16
5/8/2018,Inferno,Fragsters,Imperial,L,13,16
5/8/2018,Mirage,Fragsters,Imperial,W,16,14
5/8/2018,Train,Fragsters,Imperial,L,6,16
2/8/2018,Mirage,Space Soldiers,Imperial,W,16,14
2/8/2018,Train,Space Soldiers,Imperial,W,16,6
28/07/18,Train,Sprout,Imperial,W,16,9
28/07/18,Mirage,Sprout,Imperial,W,16,13
24/06/18,Train,Kinguin,Imperial,L,14,16
24/06/18,Mirage,Kinguin,Imperial,L,13,16
24/06/18,Dust2,Kinguin,Imperial,W,16,10
22/06/18,Inferno,Windigo,Imperial,W,16,5
18/06/18,Mirage,Gambit,Imperial,W,16,9
18/06/18,Cache,Gambit,Imperial,W,16,12
16/06/18,Train,North,Imperial,W,16,12
3/6/2018,Nuke,Nordavind,Imperial,L,6,16
3/6/2018,Train,Nordavind,Imperial,L,10,16
3/6/2018,Dust2,Nordavind,Imperial,W,16,13
3/6/2018,Mirage,ZODIACS,Imperial,W,16,1
19/05/18,Dust2,North,Imperial,L,14,16
26/09/18,Cache,KoN Denmark,KoN Sweden,W,16,10
14/09/18,Overpass,KoN Finland,KoN Sweden,W,16,14
14/09/18,Train,KoN Norway,KoN Sweden,W,16,8
31/08/18,Train,KoN Finland,KoN Sweden,L,12,16
24/08/18,Mirage,KoN Denmark,KoN Sweden,W,16,9
10/8/2018,Mirage,KoN Denmark,KoN Sweden,W,16,9
15/06/18,Dust2,KoN Norway,KoN Sweden,W,16,11
15/06/18,Inferno,KoN Denmark,KoN Sweden,W,16,7
1/6/2018,Mirage,KoN Finland,KoN Sweden,L,9,16
25/05/18,Train,KoN Denmark,KoN Sweden,W,16,7
20/10/18,Train,PACT,PRIDE,W,16,14
29/09/18,Train,WINside,PRIDE,W,16,13
29/09/18,Overpass,WINside,PRIDE,W,16,10
6/9/2018,Inferno,Smoke Criminals,PRIDE,W,16,14
6/9/2018,Overpass,Smoke Criminals,PRIDE,L,9,16
6/9/2018,Mirage,Smoke Criminals,PRIDE,W,16,9
18/07/18,Train,Epsilon,PRIDE,W,16,7
9/7/2018,Overpass,3DMAX,PRIDE,L,6,16
5/7/2018,Overpass,Kinguin,PRIDE,L,13,16
30/06/18,Nuke,Valiance,PRIDE,L,9,16
18/06/18,Cache,PAPERPLANES,PRIDE,L,3,16
16/06/18,Cache,Valiance,PRIDE,L,11,16
16/06/18,Mirage,Valiance,PRIDE,L,2,16
13/06/18,Nuke,Spirit,PRIDE,W,19,17
7/6/2018,Train,PACT,PRIDE,W,16,13
29/05/18,Mirage,Royal Bandits,PRIDE,L,6,16
23/05/18,Nuke,Singularity,PRIDE,L,6,16
27/09/18,Train,Squared,Lyngby Vikings,L,3,16
27/09/18,Inferno,Squared,Lyngby Vikings,W,16,2
27/09/18,Mirage,Squared,Lyngby Vikings,L,6,16
18/09/18,Train,Viperio,Lyngby Vikings,W,16,10
18/09/18,Inferno,Viperio,Lyngby Vikings,W,16,10
7/9/2018,Inferno,ALTERNATE aTTaX,Lyngby Vikings,W,16,11
2/9/2018,Inferno,Dark Tigers,Lyngby Vikings,L,14,16
2/9/2018,Nuke,Dark Tigers,Lyngby Vikings,L,6,16
1/9/2018,Cache,eRazed,Lyngby Vikings,W,16,2
1/9/2018,Dust2,eRazed,Lyngby Vikings,W,16,7
23/08/18,Cache,DreamEaters,GoodJob,L,8,16
23/08/18,Mirage,DreamEaters,GoodJob,L,6,16
23/08/18,Inferno,DreamEaters,GoodJob,W,16,11
15/08/18,Mirage,Unique,GoodJob,L,14,16
15/08/18,Dust2,Unique,GoodJob,L,7,16
13/08/18,Inferno,Quantum Bellator Fire,GoodJob,L,7,16
11/8/2018,Inferno,pro100,GoodJob,L,13,16
11/8/2018,Mirage,pro100,GoodJob,L,8,16
7/8/2018,Inferno,pro100,GoodJob,L,14,16
6/8/2018,Inferno,5balls,GoodJob,W,16,9
2/8/2018,Inferno,DreamEaters,GoodJob,W,16,14
1/8/2018,Inferno,Space Jam,GoodJob,W,16,9
28/07/18,Cache,CYBERSABLE,GoodJob,W,16,4
28/07/18,Inferno,CYBERSABLE,GoodJob,W,16,3
28/07/18,Inferno,PEY,GoodJob,L,14,16
21/07/18,Dust2,EPG,GoodJob,L,6,16
21/07/18,Mirage,EPG,GoodJob,W,16,9
21/07/18,Overpass,EPG,GoodJob,L,21,25
16/07/18,Inferno,forZe,GoodJob,W,16,12
16/07/18,Dust2,forZe,GoodJob,L,14,16
16/07/18,Overpass,forZe,GoodJob,W,16,13
12/7/2018,Inferno,Asiamix,GoodJob,W,19,15
12/7/2018,Dust2,Asiamix,GoodJob,W,16,8
6/7/2018,Inferno,PLINK,GoodJob,W,16,12
6/7/2018,Nuke,PLINK,GoodJob,W,16,12
